Company,Emp_2018,Emp_2019,Emp_2020,Emp_2021,Emp_2022,Emp_2023,Emp_2024,Emp_2025
Omni Systems 3425,13135.0,12823.0,12602.0,13700.0,13244.0,14013.0,15739.0,15230.0
Gamma Holdings 3426,62028.0,63550.0,63277.0,62840.0,64208.0,64415.0,64496.0,63729.0
Nimbus Solutions 3427,132339.0,133307.0,134287.0,135467.0,136156.0,135663.0,134991.0,134980.0
Fusion Tech 3428,157820.0,158657.0,159340.0,158753.0,159098.0,159273.0,159304.0,159034.0
Pioneer Solutions 3429,62110.0,63425.0,65317.0,65541.0,66587.0,67412.0,68218.0,67626.0
Orbit Tech 3430,144774.0,145781.0,147307.0,147791.0,149338.0,150847.0,152367.0,152468.0
Quantum Enterprises 3431,73515.0,74389.0,75211.0,76026.0,77968.0,78193.0,77767.0,77021.0
Stratus Labs 3432,125296.0,126527.0,126183.0,125826.0,125992.0,127719.0,128126.0,128281.0
Nimbus Dynamics 3433,193314.0,193329.0,193969.0,195899.0,195921.0,197292.0,196875.0,198699.0
Nova Holdings 3434,106957.0,106906.0,108686.0,108155.0,107907.0,109085.0,109413.0,108711.0
Ultra Industries 3435,157358.0,157546.0,158159.0,159468.0,159754.0,159719.0,161492.0,160927.0
Omni Solutions 3436,52451.0,53106.0,54839.0,56619.0,58264.0,59422.0,60185.0,61833.0
Vertex Systems 3437,114865.0,114930.0,116848.0,117073.0,118493.0,120383.0,120978.0,122712.0
Ultra Holdings 3438,105256.0,105647.0,106223.0,107523.0,107002.0,108088.0,108470.0,109536.0
Quantum Solutions 3439,11899.0,11291.0,11354.0,12449.0,13912.0,15108.0,16288.0,18251.0
Neo Enterprises 3440,65591.0,66668.0,67855.0,67508.0,68859.0,70782.0,72474.0,73973.0
Stratus Holdings 3441,31159.0,31099.0,30580.0,30715.0,30251.0,32054.0,33149.0,32831.0
Beta Dynamics 3442,135997.0,137340.0,139064.0,140239.0,142069.0,143139.0,142498.0,142233.0
Vertex Networks 3443,107042.0,108913.0,110603.0,111983.0,113397.0,114393.0,115958.0,116431.0
Vertex Group 3444,181435.0,183032.0,183765.0,185365.0,186071.0,185874.0,187217.0,187545.0
Stratus Industries 3445,48254.0,50187.0,49657.0,49523.0,50534.0,50290.0,52246.0,53280.0
Zenith Dynamics 3446,139622.0,139851.0,141788.0,142088.0,141334.0,142624.0,144620.0,145864.0
Nova Enterprises 3447,106377.0,106899.0,108701.0,109429.0,111238.0,111411.0,111036.0,110589.0
Nova Industries 3448,103730.0,103398.0,102620.0,103290.0,104670.0,104377.0,105849.0,107553.0
Gamma Tech 3449,154022.0,155085.0,155031.0,156781.0,156930.0,158220.0,159232.0,160132.0
Titan Group 3450,84524.0,85717.0,85229.0,84935.0,84456.0,83771.0,84470.0,86171.0
Alpha Enterprises 3451,196100.0,197570.0,196810.0,198772.0,198029.0,197805.0,197980.0,197651.0
Quantum Solutions 3452,84463.0,85153.0,84634.0,83936.0,83172.0,83240.0,84948.0,85674.0
Titan Group 3453,54689.0,56436.0,58359.0,59507.0,60581.0,60446.0,61248.0,62416.0
Stratus Group 3454,16784.0,16207.0,18051.0,19872.0,19849.0,20309.0,20982.0,21422.0
Epsilon Systems 3455,156255.0,157507.0,156864.0,156437.0,156109.0,155814.0,155715.0,156761.0
Epsilon Tech 3456,189101.0,189784.0,189883.0,190875.0,191310.0,193272.0,194557.0,196400.0
Ultra Holdings 3457,76434.0,76113.0,76302.0,75615.0,75010.0,76276.0,76229.0,77317.0
Nimbus Industries 3458,194827.0,195359.0,195625.0,195748.0,195804.0,196232.0,196535.0,196462.0
Apex Holdings 3459,60964.0,62052.0,61621.0,62884.0,63392.0,64168.0,64548.0,65905.0
Epsilon Enterprises 3460,39221.0,38911.0,38320.0,39290.0,38560.0,38750.0,37967.0,38940.0
Epsilon Solutions 3461,131069.0,132295.0,133819.0,134771.0,134329.0,133567.0,133669.0,134344.0
Orbit Systems 3462,189764.0,190859.0,192007.0,193124.0,194625.0,195561.0,197119.0,197764.0
Nova Systems 3463,153680.0,153400.0,153437.0,152964.0,153959.0,153629.0,152861.0,152766.0
Alpha Tech 3464,90794.0,90231.0,91590.0,90986.0,91500.0,91773.0,92036.0,91257.0
Neo Dynamics 3465,178917.0,180476.0,179880.0,179329.0,180300.0,180813.0,182566.0,184544.0
Epsilon Holdings 3466,110295.0,109633.0,111512.0,113470.0,113677.0,114136.0,113869.0,115745.0
Ultra Corp 3467,131538.0,131364.0,132842.0,132467.0,134348.0,135222.0,135108.0,135610.0
Stratus Industries 3468,51457.0,52358.0,54170.0,53483.0,55452.0,54804.0,54439.0,54143.0
Zenith Enterprises 3469,63321.0,63807.0,65388.0,67085.0,68703.0,69711.0,71432.0,72731.0
Vertex Solutions 3470,149410.0,150384.0,149889.0,149720.0,150173.0,151827.0,152608.0,153579.0
Ultra Solutions 3471,82197.0,81893.0,81918.0,83566.0,84074.0,85644.0,85515.0,85764.0
Titan Tech 3472,49463.0,50731.0,50066.0,50574.0,51161.0,53032.0,54582.0,55425.0
Omni Tech 3473,198701.0,200363.0,201663.0,202538.0,203747.0,203274.0,203938.0,203592.0
Epsilon Networks 3474,164999.0,165216.0,165803.0,165798.0,165067.0,164546.0,164591.0,166138.0
Titan Solutions 3475,93280.0,94179.0,93679.0,93574.0,93539.0,95398.0,95859.0,97746.0
Nimbus Enterprises 3476,173864.0,174960.0,175086.0,176572.0,178498.0,179003.0,178576.0,179285.0
Fusion Group 3477,178741.0,179188.0,180847.0,182393.0,184071.0,186066.0,186412.0,187955.0
Hyper Labs 3478,170365.0,171130.0,171225.0,172360.0,172112.0,172274.0,173149.0,173071.0
Beta Enterprises 3479,187019.0,186644.0,187738.0,187282.0,186955.0,187321.0,187629.0,189328.0
Titan Systems 3480,60697.0,61907.0,62276.0,63192.0,65118.0,66606.0,68163.0,70128.0
Stratus Group 3481,152365.0,153957.0,155009.0,156351.0,156974.0,156195.0,157766.0,159524.0
Hyper Solutions 3482,19050.0,19617.0,19091.0,19330.0,21249.0,22830.0,24155.0,25308.0
Titan Corp 3483,119886.0,119302.0,119212.0,119534.0,119601.0,121500.0,121213.0,121232.0
Fusion Enterprises 3484,194500.0,195440.0,195981.0,197826.0,198070.0,197283.0,198029.0,199524.0
Pioneer Group 3485,62330.0,63276.0,63653.0,63428.0,65421.0,66391.0,67461.0,67993.0
Vertex Solutions 3486,5606.0,7242.0,6720.0,7251.0,7016.0,6939.0,6359.0,8250.0
Alpha Networks 3487,49024.0,48949.0,49331.0,49665.0,50270.0,50466.0,49713.0,49114.0
Apex Systems 3488,17541.0,16744.0,18348.0,17846.0,17381.0,19297.0,21167.0,23065.0
Fusion Networks 3489,104127.0,105334.0,105301.0,105622.0,105209.0,105979.0,106499.0,106477.0
Beta Systems 3490,13810.0,14330.0,14806.0,16541.0,16074.0,15825.0,15979.0,16178.0
Nova Systems 3491,35685.0,36340.0,37707.0,39315.0,40444.0,39801.0,39575.0,39110.0
Delta Enterprises 3492,38500.0,37956.0,39059.0,39732.0,39215.0,40904.0,40968.0,40739.0
Orbit Enterprises 3493,29469.0,29958.0,31045.0,32212.0,32928.0,34456.0,33817.0,34346.0
Fusion Holdings 3494,184173.0,183984.0,185832.0,187157.0,186975.0,188138.0,188617.0,190432.0
Neo Enterprises 3495,42759.0,42966.0,42860.0,44832.0,44129.0,44207.0,45117.0,45813.0
Neo Holdings 3496,198540.0,197791.0,198566.0,198023.0,198554.0,199704.0,200563.0,200909.0
Vertex Corp 3497,169991.0,170155.0,170706.0,170960.0,172101.0,172015.0,171806.0,171139.0
Hyper Labs 3498,89600.0,89079.0,90981.0,92108.0,91505.0,91437.0,90742.0,90060.0
Apex Tech 3499,86711.0,88247.0,90031.0,90146.0,89432.0,88918.0,88571.0,90082.0
Quantum Holdings 3500,148285.0,148218.0,148482.0,148806.0,150663.0,152423.0,152673.0,153244.0
Hyper Solutions 3501,43897.0,45234.0,45264.0,44684.0,46585.0,47230.0,47695.0,47409.0
Ultra Dynamics 3502,39010.0,38681.0,38559.0,39403.0,40952.0,42820.0,43633.0,45378.0
Beta Networks 3503,107648.0,108715.0,108379.0,109041.0,110007.0,111229.0,111276.0,112310.0
Vertex Systems 3504,39334.0,38564.0,39943.0,40595.0,42566.0,42476.0,43916.0,45008.0
Orbit Group 3505,182670.0,181916.0,182277.0,184039.0,183455.0,185236.0,185711.0,186074.0
Alpha Networks 3506,33816.0,34539.0,33976.0,34141.0,33856.0,33566.0,34138.0,33932.0
Apex Labs 3507,105819.0,107553.0,108372.0,108119.0,109496.0,109075.0,109495.0,110819.0
Quantum Holdings 3508,146389.0,146863.0,148042.0,149593.0,149696.0,149354.0,148731.0,149059.0
Titan Labs 3509,73747.0,75181.0,76546.0,78087.0,79431.0,80580.0,81335.0,82212.0
Neo Group 3510,151896.0,152426.0,152237.0,153572.0,153932.0,154569.0,155341.0,156645.0
Beta Dynamics 3511,114056.0,114295.0,114485.0,115595.0,116747.0,117893.0,117856.0,117888.0
Zenith Networks 3512,114042.0,115188.0,116879.0,118215.0,119219.0,120719.0,122025.0,123814.0
Orbit Holdings 3513,6423.0,6704.0,6631.0,8228.0,8546.0,9406.0,8727.0,10436.0
Ultra Dynamics 3514,79206.0,79633.0,80985.0,81738.0,83256.0,84528.0,84547.0,84094.0
Orbit Holdings 3515,174759.0,176416.0,177041.0,178080.0,179296.0,179316.0,180104.0,180162.0
Fusion Corp 3516,124956.0,126212.0,125677.0,126439.0,128362.0,128096.0,129224.0,131181.0
Vertex Dynamics 3517,186745.0,188193.0,188453.0,188192.0,188123.0,189781.0,190471.0,191215.0
Titan Labs 3518,189062.0,189816.0,191577.0,192843.0,193625.0,194888.0,196114.0,196984.0
Orbit Holdings 3519,95279.0,94592.0,95006.0,96687.0,95970.0,96015.0,97959.0,98767.0
Alpha Tech 3520,184332.0,186134.0,187701.0,187672.0,186969.0,186852.0,187490.0,188841.0
Delta Industries 3521,115625.0,115534.0,116657.0,115972.0,116752.0,116282.0,117115.0,117299.0
Pioneer Labs 3522,164377.0,165646.0,167145.0,167204.0,166837.0,167669.0,168757.0,169671.0
Gamma Solutions 3523,104041.0,105740.0,105736.0,105621.0,105629.0,107203.0,108990.0,110173.0
Stratus Group 3524,93073.0,92569.0,93703.0,93059.0,94419.0,94245.0,93908.0,93841.0
Apex Holdings 3525,73776.0,75215.0,76707.0,77174.0,78756.0,80243.0,81662.0,81742.0
Gamma Tech 3526,30279.0,29820.0,31782.0,31287.0,30793.0,32110.0,33252.0,34982.0
Epsilon Labs 3527,45835.0,45229.0,45354.0,47235.0,46916.0,47218.0,46575.0,46926.0
Hyper Dynamics 3528,102124.0,102312.0,103326.0,103895.0,105679.0,106253.0,106979.0,108465.0
Nimbus Corp 3529,149552.0,150522.0,149762.0,150195.0,152125.0,153114.0,153811.0,154578.0
Orbit Systems 3530,106070.0,105406.0,105450.0,107299.0,108587.0,110337.0,110526.0,110823.0
Nova Networks 3531,81075.0,81723.0,82854.0,83161.0,82976.0,84630.0,85764.0,87510.0
Hyper Tech 3532,2606.0,2179.0,2335.0,3583.0,4445.0,5435.0,6173.0,5506.0
Alpha Dynamics 3533,26965.0,27571.0,28521.0,30302.0,32237.0,33960.0,35877.0,36277.0
Delta Dynamics 3534,34419.0,34172.0,34249.0,35915.0,37224.0,37640.0,39382.0,39750.0
Pioneer Enterprises 3535,159487.0,161238.0,162580.0,163775.0,163886.0,164285.0,165638.0,166218.0
Stratus Tech 3536,18534.0,17919.0,18485.0,19108.0,19168.0,18534.0,19595.0,20269.0
Delta Systems 3537,138565.0,139303.0,139972.0,139192.0,141024.0,142272.0,144199.0,145595.0
Orbit Tech 3538,85167.0,87113.0,87694.0,88220.0,88689.0,88785.0,89835.0,91742.0
Titan Industries 3539,78491.0,79437.0,79085.0,78833.0,79690.0,81382.0,82940.0,83281.0
Titan Enterprises 3540,106379.0,106738.0,107288.0,107898.0,108671.0,110634.0,110106.0,109932.0
Pioneer Industries 3541,194077.0,193963.0,194050.0,193926.0,193672.0,193335.0,194372.0,196249.0
Gamma Networks 3542,183881.0,184424.0,185963.0,185846.0,186739.0,188082.0,187614.0,189026.0
Stratus Group 3543,2216.0,3549.0,4529.0,5188.0,6363.0,8237.0,9383.0,10308.0
Neo Systems 3544,34314.0,34514.0,35547.0,35393.0,36499.0,38377.0,38204.0,38897.0
Epsilon Holdings 3545,31050.0,31147.0,32236.0,33694.0,33908.0,33643.0,34481.0,35576.0
Nova Enterprises 3546,45885.0,47042.0,46262.0,47328.0,48949.0,50418.0,51782.0,52252.0
Epsilon Labs 3547,78189.0,79761.0,80037.0,81712.0,83529.0,85063.0,86682.0,87036.0
Quantum Labs 3548,7911.0,7787.0,8490.0,8293.0,8090.0,8441.0,9954.0,11087.0
Epsilon Networks 3549,181236.0,182682.0,184452.0,185321.0,185302.0,186106.0,186385.0,187450.0
Stratus Dynamics 3550,143773.0,144989.0,144312.0,145336.0,145222.0,146991.0,147680.0,148061.0
Hyper Industries 3551,133829.0,135361.0,134850.0,135179.0,135180.0,135923.0,136456.0,137516.0
Nimbus Solutions 3552,147812.0,147229.0,147573.0,147062.0,147960.0,147311.0,147077.0,148572.0
Apex Networks 3553,62062.0,61629.0,62416.0,62626.0,64076.0,63517.0,63652.0,63368.0
Fusion Tech 3554,189638.0,191103.0,190359.0,190043.0,189496.0,191088.0,190713.0,190855.0
Delta Holdings 3555,62632.0,62205.0,62610.0,62574.0,62637.0,64630.0,65445.0,65512.0
Hyper Enterprises 3556,100849.0,100221.0,101438.0,100906.0,101672.0,101660.0,103528.0,103738.0
Vertex Corp 3557,121739.0,121929.0,122595.0,124586.0,124632.0,125526.0,124918.0,126163.0
Stratus Corp 3558,66434.0,66952.0,67145.0,69012.0,70481.0,71834.0,72124.0,71765.0
Beta Networks 3559,40462.0,39990.0,41868.0,42358.0,42651.0,43371.0,45215.0,46249.0
Apex Holdings 3560,103531.0,103114.0,104738.0,103952.0,104722.0,105597.0,106094.0,107726.0
Delta Networks 3561,61040.0,61237.0,62749.0,62661.0,62643.0,62204.0,64148.0,64391.0
Delta Labs 3562,25739.0,25060.0,25889.0,27070.0,28617.0,29201.0,30638.0,31771.0
Stratus Corp 3563,17719.0,18874.0,19146.0,20770.0,21143.0,20800.0,20113.0,20462.0
Stratus Labs 3564,52153.0,53395.0,52998.0,54353.0,55933.0,56999.0,58636.0,59127.0
Orbit Systems 3565,198268.0,198428.0,198136.0,198506.0,199138.0,200661.0,201223.0,200501.0
Vertex Group 3566,121662.0,121054.0,121466.0,122577.0,123921.0,123948.0,125333.0,124625.0
Delta Systems 3567,3910.0,5021.0,5876.0,6626.0,6057.0,6269.0,6485.0,7572.0
Nimbus Dynamics 3568,3310.0,3137.0,5087.0,6294.0,6742.0,6457.0,7725.0,8305.0
Beta Group 3569,155759.0,155879.0,156850.0,156290.0,157056.0,157076.0,159015.0,158372.0
Fusion Group 3570,66180.0,66604.0,68547.0,69985.0,70341.0,70617.0,72556.0,73014.0
Nimbus Tech 3571,84376.0,84270.0,86053.0,85470.0,87089.0,88457.0,90240.0,90989.0
Stratus Solutions 3572,22116.0,21964.0,21287.0,22055.0,21780.0,21618.0,22972.0,24105.0
Alpha Group 3573,125502.0,124894.0,126193.0,128081.0,127605.0,128958.0,130652.0,130101.0
Fusion Solutions 3574,20697.0,22308.0,22290.0,23964.0,23770.0,24382.0,23998.0,23430.0
Hyper Holdings 3575,64862.0,64475.0,64134.0,64226.0,65201.0,65214.0,65045.0,65875.0
Fusion Labs 3576,108899.0,109068.0,109320.0,109212.0,109614.0,109035.0,109006.0,109459.0
Orbit Holdings 3577,61494.0,62157.0,61600.0,61367.0,61021.0,60592.0,61151.0,61222.0
Stratus Holdings 3578,13124.0,13357.0,15166.0,15061.0,16178.0,17787.0,18231.0,19036.0
Hyper Solutions 3579,154932.0,156207.0,156718.0,157747.0,157959.0,157259.0,157335.0,157833.0
Delta Group 3580,38415.0,38544.0,40243.0,41761.0,41051.0,42812.0,43641.0,45288.0
Orbit Tech 3581,185620.0,185189.0,185011.0,185488.0,187418.0,189115.0,191076.0,192014.0
Delta Solutions 3582,111269.0,111355.0,113313.0,113698.0,114456.0,113847.0,113355.0,114724.0
Vertex Dynamics 3583,56882.0,57149.0,56799.0,58628.0,59832.0,61200.0,60660.0,61034.0
Omni Industries 3584,27410.0,28138.0,27440.0,29162.0,29776.0,31185.0,32377.0,33704.0
Nimbus Solutions 3585,144092.0,144779.0,144142.0,145718.0,146538.0,147517.0,148235.0,147708.0
Hyper Group 3586,189455.0,189053.0,188277.0,188049.0,189989.0,191813.0,192328.0,192486.0
Apex Networks 3587,115262.0,115945.0,116090.0,117559.0,117334.0,118659.0,117869.0,119669.0
Zenith Group 3588,188533.0,189484.0,190881.0,191198.0,190949.0,191938.0,192827.0,192213.0
Vertex Dynamics 3589,46910.0,46134.0,46254.0,47185.0,48868.0,49644.0,48972.0,48587.0
Beta Tech 3590,182698.0,183560.0,185205.0,184859.0,186295.0,186736.0,188344.0,188036.0
Omni Holdings 3591,154544.0,155407.0,156477.0,156749.0,157590.0,159584.0,160988.0,162444.0
Apex Systems 3592,100769.0,100635.0,100068.0,101094.0,101895.0,101727.0,101693.0,101040.0
Beta Labs 3593,198970.0,199106.0,200904.0,201175.0,202701.0,204166.0,205733.0,206360.0
Neo Networks 3594,44507.0,46203.0,46811.0,47782.0,48262.0,50018.0,50356.0,50186.0
Quantum Corp 3595,74056.0,74906.0,75828.0,76391.0,76969.0,77355.0,77686.0,77792.0
Ultra Holdings 3596,132571.0,132788.0,133141.0,132771.0,134182.0,135245.0,135766.0,137070.0
Fusion Enterprises 3597,113327.0,113213.0,112597.0,113918.0,114493.0,116070.0,115662.0,116515.0
Alpha Dynamics 3598,150793.0,151231.0,150739.0,150352.0,151987.0,151469.0,153010.0,154143.0
Nimbus Industries 3599,81779.0,81917.0,82757.0,82802.0,84439.0,84208.0,84814.0,86267.0
Hyper Networks 3600,131235.0,131183.0,131681.0,132497.0,134404.0,134220.0,134153.0,135408.0
Orbit Systems 3601,118618.0,118558.0,119692.0,119483.0,119318.0,119656.0,121086.0,122159.0
Zenith Networks 3602,158860.0,159583.0,161485.0,162730.0,162549.0,164063.0,166028.0,167643.0
Vertex Group 3603,99680.0,100644.0,100464.0,101887.0,103748.0,104242.0,105927.0,107233.0
Zenith Systems 3604,68484.0,67821.0,68759.0,68413.0,68329.0,69284.0,69487.0,70755.0
Hyper Labs 3605,17425.0,16814.0,17017.0,18944.0,20490.0,21253.0,22414.0,22356.0
Beta Dynamics 3606,140807.0,142763.0,142208.0,142388.0,143638.0,144091.0,144921.0,146444.0
Neo Dynamics 3607,114119.0,114315.0,114709.0,114383.0,113739.0,114290.0,115931.0,115404.0
Epsilon Industries 3608,89996.0,89803.0,89299.0,89241.0,89949.0,91417.0,91692.0,92787.0
Alpha Solutions 3609,151263.0,152284.0,151627.0,153335.0,154127.0,156065.0,155377.0,156092.0
Nimbus Networks 3610,143424.0,143112.0,144280.0,144806.0,145587.0,145097.0,144963.0,146680.0
Quantum Networks 3611,46117.0,47537.0,48789.0,49668.0,48936.0,48827.0,49122.0,50902.0
Delta Networks 3612,42580.0,44552.0,45795.0,46416.0,47253.0,49050.0,50370.0,52363.0
Delta Group 3613,150314.0,151173.0,150373.0,150766.0,152277.0,151889.0,152175.0,153644.0
Fusion Industries 3614,102040.0,103776.0,104639.0,104535.0,106492.0,106914.0,108233.0,108060.0
Epsilon Enterprises 3615,31288.0,31595.0,32972.0,32391.0,33114.0,35058.0,34868.0,35266.0
Apex Systems 3616,68443.0,69063.0,70710.0,69944.0,70238.0,69996.0,70551.0,72367.0
Zenith Industries 3617,99095.0,99336.0,100536.0,102121.0,103713.0,104374.0,103779.0,104008.0
Fusion Holdings 3618,81352.0,81791.0,83772.0,85476.0,85522.0,85613.0,84855.0,85561.0
Nova Labs 3619,144215.0,144524.0,144413.0,145082.0,146572.0,146124.0,146175.0,146296.0
Fusion Tech 3620,194086.0,193794.0,193603.0,195162.0,194503.0,195023.0,196552.0,198268.0
Gamma Tech 3621,162283.0,163676.0,164001.0,165359.0,166022.0,167839.0,167880.0,168570.0
Orbit Labs 3622,146481.0,147746.0,149612.0,149991.0,151394.0,153357.0,153047.0,155040.0
Pioneer Corp 3623,99027.0,100243.0,100949.0,101348.0,102907.0,103728.0,103704.0,104376.0
Stratus Group 3624,197486.0,197070.0,197808.0,199007.0,199627.0,201552.0,200848.0,202209.0
Vertex Enterprises 3625,109027.0,109960.0,109602.0,110637.0,110759.0,110950.0,111046.0,110625.0
Alpha Dynamics 3626,40592.0,41962.0,43306.0,43150.0,43582.0,43537.0,44110.0,44665.0
Beta Group 3627,73239.0,73908.0,74780.0,76096.0,76510.0,76218.0,76554.0,76987.0
Fusion Tech 3628,71572.0,71714.0,73153.0,73580.0,75453.0,75668.0,75010.0,76915.0
Titan Dynamics 3629,78486.0,78601.0,78197.0,77739.0,77158.0,78092.0,79657.0,80878.0
Apex Dynamics 3630,53634.0,54050.0,54327.0,56205.0,57654.0,57683.0,57702.0,57726.0
Nimbus Tech 3631,118400.0,119807.0,119414.0,120087.0,119819.0,120356.0,120771.0,120790.0
Pioneer Solutions 3632,170199.0,169524.0,171044.0,172802.0,172196.0,172239.0,171886.0,172648.0
Ultra Holdings 3633,186403.0,187383.0,188673.0,189318.0,190359.0,190892.0,192648.0,193101.0
Gamma Labs 3634,100502.0,102058.0,103700.0,104589.0,105134.0,105674.0,104922.0,104265.0
Quantum Networks 3635,74384.0,75465.0,76430.0,76238.0,77947.0,78085.0,77570.0,78334.0
Omni Group 3636,154401.0,154377.0,155656.0,157134.0,156518.0,158100.0,159954.0,161787.0
Orbit Labs 3637,146401.0,146265.0,148258.0,149623.0,151211.0,152669.0,153692.0,153921.0
Stratus Dynamics 3638,163485.0,163698.0,163349.0,164605.0,164445.0,165006.0,165809.0,166386.0
Beta Solutions 3639,127172.0,128036.0,129542.0,129981.0,129208.0,129746.0,129704.0,130553.0
Hyper Labs 3640,10614.0,12441.0,12613.0,12220.0,11531.0,11400.0,11864.0,12634.0
Stratus Networks 3641,190587.0,190162.0,190104.0,190415.0,191021.0,191485.0,193478.0,193766.0
Stratus Corp 3642,87238.0,86798.0,86696.0,88077.0,87396.0,89195.0,90367.0,90618.0
Omni Corp 3643,140709.0,140382.0,139641.0,139198.0,140014.0,140592.0,142058.0,143487.0
Titan Industries 3644,84146.0,83991.0,84380.0,84373.0,85318.0,85885.0,86166.0,86114.0
Orbit Corp 3645,63068.0,64301.0,64589.0,65748.0,67204.0,68617.0,70184.0,70274.0
Alpha Labs 3646,66903.0,68601.0,68146.0,68532.0,69847.0,70109.0,69399.0,69672.0
Quantum Networks 3647,62695.0,62529.0,63035.0,62424.0,63450.0,64208.0,64162.0,65078.0
Neo Systems 3648,41191.0,42814.0,43572.0,43119.0,43374.0,43790.0,45730.0,46737.0
Nimbus Labs 3649,169770.0,169833.0,169838.0,171710.0,172437.0,174019.0,173574.0,174968.0
Quantum Solutions 3650,131164.0,132361.0,134178.0,133459.0,133833.0,134783.0,136213.0,137007.0
Alpha Group 3651,138176.0,139249.0,140932.0,141991.0,141606.0,141383.0,142716.0,144347.0
Delta Networks 3652,16989.0,17369.0,18461.0,19555.0,18959.0,20616.0,21794.0,22507.0
Vertex Group 3653,110080.0,112070.0,112890.0,112733.0,114721.0,114157.0,114277.0,114026.0
Beta Group 3654,182460.0,182083.0,181909.0,182444.0,182301.0,182777.0,184372.0,185440.0
Pioneer Dynamics 3655,185775.0,185176.0,186545.0,186665.0,185878.0,187364.0,189296.0,190501.0
Fusion Labs 3656,137475.0,138651.0,139470.0,139096.0,138866.0,140070.0,139324.0,141123.0
Nova Enterprises 3657,169038.0,168466.0,169083.0,169204.0,169063.0,169658.0,170603.0,171960.0
Beta Enterprises 3658,146245.0,146780.0,147184.0,147636.0,148169.0,149453.0,148655.0,149610.0
Quantum Corp 3659,174578.0,175555.0,175772.0,176415.0,177195.0,177334.0,178884.0,178143.0
Neo Corp 3660,77579.0,78756.0,78199.0,78251.0,80160.0,80617.0,80683.0,80288.0
Titan Systems 3661,95654.0,97124.0,98756.0,100336.0,100169.0,99673.0,100477.0,101335.0
Omni Tech 3662,73916.0,73789.0,74819.0,75098.0,75138.0,76636.0,78053.0,79772.0
Omni Tech 3663,184202.0,184485.0,185765.0,187205.0,187468.0,188990.0,188914.0,190597.0
Omni Corp 3664,29902.0,29504.0,30732.0,30111.0,29585.0,29466.0,30716.0,30266.0
Ultra Networks 3665,59545.0,61097.0,60968.0,60378.0,62345.0,63617.0,64805.0,65103.0
Nova Solutions 3666,18737.0,19306.0,20310.0,21325.0,22985.0,23896.0,23514.0,24872.0
Stratus Group 3667,87393.0,87399.0,89164.0,90831.0,92536.0,92972.0,94695.0,95925.0
